designation,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,miss_distance_min_au,miss_distance_mean_au,relative_velocity_max_kms,n_close_approaches,is_potentially_hazardous_asteroid
2015 FB345,(2015 FB345),23.64,0.0497227313,0.1111834072,0.0330004926,0.16788922074999998,24.8149220834,2,0
2015 GF,(2015 GF),20.48,0.2130860292,0.4764748465,0.1985546369,0.1985546369,8.2273301154,1,0
2015 GR,(2015 GR),22.8,0.0732073989,0.1636967205,0.1126232373,0.31933600702857146,19.386976163,7,0
2015 GV,(2015 GV),24.98,0.0268259417,0.0599846292,0.0244055326,0.26177821984000005,21.4274069887,5,0
2015 GB1,(2015 GB1),26.61,0.0126635356,0.0283165265,0.0154246389,0.09271126703333334,13.0333941013,3,0
2015 GX5,(2015 GX5),20.61,0.2007035141,0.4487867009,0.1748025726,0.18808112652499998,18.7167177513,20,0
2015 GJ13,(2015 GJ13),22.5,0.0840533402,0.1879489824,0.0221864749,0.11242105275,20.1712749755,2,0
2015 GF27,(2015 GF27),18.46,0.5402004935,1.207925025,0.3020838802,0.3668150909363636,5.6750869861,11,0
2015 HB,(2015 HB),22.9,0.0699125232,0.1563291544,0.2363505116,0.2959132384,6.8164362452,2,0
2015 HC1,(2015 HC1),27.1,0.0101054342,0.0225964377,0.0560755449,0.31621554803333335,14.731567977,12,0
2015 HF1,(2015 HF1),22.7,0.0766575574,0.1714115092,0.0676558742,0.14006704415,27.221416158,4,0
2015 HL1,(2015 HL1),21.8,0.1160259082,0.2594418179,0.1408140487,0.28326900429999996,19.3935481801,16,0
2015 HN1,(2015 HN1),27.1,0.0101054342,0.0225964377,0.0547245549,0.0547245549,4.3916499089,1,0
2015 HP1,(2015 HP1),24.3,0.0366906138,0.0820427065,0.1650800675,0.35308216828666666,8.6989652313,15,0
2015 HQ9,(2015 HQ9),27.18,0.0097399107,0.0217791025,0.0300872365,0.08461473287777778,14.3388988185,27,0
2015 HE10,(2015 HE10),26.1,0.0160160338,0.0358129403,0.0188177214,0.21665339448888887,20.8638892667,18,0
2015 HK10,(2015 HK10),26.11,0.0159424468,0.0356483948,0.0867285956,0.2116753596,6.0109054522,2,0
2015 HW10,(2015 HW10),25.7,0.0192555078,0.0430566244,0.0123619266,0.2392295334918032,17.8714925371,61,0
2015 HF11,(2015 HF11),19.28,0.3703010782,0.828018383,0.2265233276,0.30416378956428575,20.798705726,14,0
2015 HQ11,(2015 HQ11),27.1,0.0101054342,0.0225964377,0.0032761748,0.30575845478,22.1883136532,5,0
2015 HO116,(2015 HO116),25.5,0.0211132445,0.0472106499,0.0044391366,0.38523443882222214,23.5380642794,27,0
2015 HE170,(2015 HE170),23.4,0.0555334912,0.1241766613,0.2003764531,0.30914113748,9.8575595437,15,0
2015 HP171,(2015 HP171),20.09,0.2550086879,0.5702167609,0.188930508,0.2770067674675,30.1454361247,40,0
2015 HB177,(2015 HB177),24.62,0.0316632126,0.0708010957,0.031349609,0.11612368697931034,16.7517626706,29,0
2015 HJ182,(2015 HJ182),27.32,0.0091317703,0.020419259,0.0438698669,0.0438698669,5.7545866866,1,0
2015 HO182,(2015 HO182),26.2,0.0152951935,0.0342010925,0.064669704,0.064669704,8.8429322598,1,0
2015 JV,(2015 JV),21.4,0.1394938229,0.3119176705,0.0765360141,0.19788751358095236,26.0122135134,21,1
2015 JC1,(2015 JC1),27.1,0.0101054342,0.0225964377,0.0090917424,0.23093137522499999,26.8363468432,4,0
2015 JO1,(2015 JO1),23.2,0.0608912622,0.1361570015,0.0662244796,0.0662244796,22.4547901736,1,0
2015 JP1,(2015 JP1),22.7,0.0766575574,0.1714115092,0.0963536672,0.0963536672,27.0222566801,1,0
2015 GZ12,(2015 GZ12),22.26,0.0938760865,0.2099133109,0.066989703,0.3012089229441176,27.7887802022,136,0
2015 GJ46,(2015 GJ46),19.31,0.365220357,0.8166575449,0.1165430752,0.1165430752,25.9104284497,1,0
2015 GK50,(2015 GK50),19.92,0.2757750529,0.6166517648,0.2426408474,0.3597817873625,24.7842823084,8,0
2015 HJ,(2015 HJ),27.0,0.0105816886,0.023661375,0.0239908245,0.3831113178565217,17.4511574329,23,0
2015 HW,(2015 HW),25.7,0.0192555078,0.0430566244,0.0489790653,0.21813694465,13.6966914954,2,0
2015 HA1,(2015 HA1),21.18,0.1543671822,0.3451755128,0.0562782657,0.26223378563693694,21.9847211374,111,0
2015 HD1,(2015 HD1),27.4,0.0088014652,0.0196806745,0.0003951182,0.12791976203333333,23.5476783807,3,0
2015 HR1,(2015 HR1),24.3,0.0366906138,0.0820427065,0.0752489296,0.2366766335,7.1329754599,3,0
2015 HS1,(2015 HS1),24.7,0.0305179233,0.0682401509,0.0696182782,0.0696182782,7.4422812794,1,0
2015 HG9,(2015 HG9),24.1,0.040230458,0.0899580388,0.0424048944,0.0424048944,28.4570004084,1,0
2015 HH9,(2015 HH9),25.9,0.0175612318,0.0392681082,0.0675994869,0.0675994869,6.2422452055,1,0
2015 HJ9,(2015 HJ9),25.4,0.022108281,0.0494356193,0.1450252191,0.1450252191,14.0223242567,1,0
2015 HN9,(2015 HN9),22.16,0.0983003302,0.2198062205,0.0711379232,0.1091670405136364,9.9412334116,22,0
2015 HT9,(2015 HT9),26.0,0.0167708462,0.0375007522,0.0311851023,0.30979617853124997,19.7256657574,16,0
2015 HU9,(2015 HU9),23.36,0.0565659358,0.1264852778,0.0400599051,0.27552708247045454,30.6470598571,44,0
2015 HW9,(2015 HW9),23.5,0.0530340723,0.1185877909,0.1951623366,0.34008945685,13.8105531059,2,0
2015 HB10,(2015 HB10),18.2,0.6089126221,1.3615700154,0.0271260632,0.21044711051875004,28.3941105154,32,1
2015 HM10,(2015 HM10),23.59,0.0508809225,0.1137732014,0.002952999,0.21090544107857137,22.4729630251,14,0
2015 HH11,(2015 HH11),25.6,0.0201629919,0.0450858206,0.1176817446,0.1176817446,8.7495393011,1,0
2015 HQ43,(2015 HQ43),23.71,0.0481454197,0.1076564312,0.1622329299,0.17790629749999998,2.9540515775,8,0
2015 HU116,(2015 HU116),20.02,0.263363131,0.5888978636,0.279064005,0.35808043856500016,3.0232299646,20,0
2015 HV116,(2015 HV116),21.7,0.1214940408,0.2716689341,0.2877198573,0.3127163401,2.5312395903,2,0
2015 HY116,(2015 HY116),17.67,0.777239702,1.7379608086,0.0600526027,0.10621449551666667,20.5574485852,6,1
2015 HB117,(2015 HB117),23.6,0.0506471459,0.1132504611,0.0799718873,0.31490944965714285,13.0884803859,42,0
2015 HL171,(2015 HL171),24.2,0.0384197891,0.0859092601,0.0227339515,0.36056543199411767,24.6998417866,17,0
2015 HU171,(2015 HU171),23.7,0.0483676488,0.1081533507,0.0702249202,0.0702249202,11.0741206507,1,0
2015 HV171,(2015 HV171),18.23,0.6005580277,1.3428885744,0.292791916,0.3302740882888889,18.112276612,9,0
2015 HZ176,(2015 HZ176),23.7,0.0483676488,0.1081533507,0.0672607872,0.24052381648135593,20.7053663516,59,0
2015 HZ181,(2015 HZ181),26.3,0.0146067964,0.0326617897,0.0750408137,0.0750408137,8.774674825,1,0
2015 HP182,(2015 HP182),26.97,0.0107288945,0.0239905375,0.0867908986,0.0867908986,5.2854504528,1,0
2015 HE183,(2015 HE183),28.2,0.0060891262,0.0136157002,0.0053119082,0.0053119082,13.7339180064,1,0
2015 JF,(2015 JF),26.23,0.0150853356,0.0337318359,0.0232103166,0.0232103166,7.8059717388,1,0
2015 JJ,(2015 JJ),22.1,0.1010543415,0.2259643771,0.002759157,0.09371407502083336,13.5120909205,24,0
2015 JR,(2015 JR),26.3,0.0146067964,0.0326617897,0.010274106,0.1468637291,18.4291608753,2,0
2015 JW,(2015 JW),25.8,0.0183888672,0.0411187571,0.0395110016,0.0395110016,6.4345606941,1,0
2015 JF1,(2015 JF1),28.1,0.0063760979,0.0142573883,0.0020769943,0.11023942856666667,19.3169355018,3,0
2015 JG1,(2015 JG1),23.1,0.063760979,0.1425738833,0.0999735701,0.0999735701,18.2687327642,1,0
2015 GY12,(2015 GY12),25.6,0.0201629919,0.0450858206,0.0350956193,0.2706611543333333,16.4010230578,3,0
2015 GZ13,(2015 GZ13),19.83,0.2874451443,0.6427468824,0.0342134923,0.2814383223578947,33.547964728,38,1
2015 GC14,(2015 GC14),24.8,0.0291443905,0.0651688382,0.0744179441,0.31219708975172406,16.5300170057,29,0
2015 HY,(2015 HY),20.9,0.1756123185,0.3926810818,0.435315274,0.435315274,17.8067010741,1,0
2015 HZ,(2015 HZ),24.5,0.0334622374,0.0748238376,0.0842314666,0.2230979438714286,14.7534173605,7,0
2015 HE1,(2015 HE1),26.5,0.0133215567,0.0297879063,0.0084884381,0.3304162828833334,28.5005086175,6,0
2015 HG1,(2015 HG1),23.6,0.0506471459,0.1132504611,0.0461617337,0.0461617337,18.0461527388,1,0
2015 HO1,(2015 HO1),23.7,0.0483676488,0.1081533507,0.2659749674,0.2659749674,3.2184045199,1,0
2015 HQ1,(2015 HQ1),25.0,0.02658,0.0594346868,0.0681147421,0.0681147421,4.4755638987,1,0
2015 HD10,(2015 HD10),26.5,0.0133215567,0.0297879063,0.0041868591,0.23099477929285714,26.9079850319,14,0
2015 HJ10,(2015 HJ10),25.16,0.0246919266,0.0552128263,0.2667141393,0.2667141393,10.379442089,1,0
2015 HO10,(2015 HO10),24.3,0.0366906138,0.0820427065,0.2633141141,0.2633141141,6.1065086032,1,0
2015 HS10,(2015 HS10),25.5,0.0211132445,0.0472106499,0.2603202827,0.2603202827,3.4947007128,1,0
2015 HT10,(2015 HT10),27.1,0.0101054342,0.0225964377,0.0535657029,0.0535657029,8.8000478398,1,0
2015 HG11,(2015 HG11),25.2,0.0242412481,0.0542050786,0.0784119008,0.184861408625,7.6867435449,4,0
2015 HR11,(2015 HR11),20.91,0.1748054532,0.3908768761,0.0219427399,0.3337511932103896,21.4559246694,77,1
2015 HS11,(2015 HS11),27.1,0.0101054342,0.0225964377,0.0183200826,0.254578965426087,16.9007287067,46,0
2015 HV11,(2015 HV11),24.22,0.0380675544,0.0851216393,0.0600823487,0.19486532435,14.1172239423,2,0
2015 HW11,(2015 HW11),23.3,0.058150704,0.130028927,0.0520381211,0.10718978215,12.9047140242,2,0
2015 HR43,(2015 HR43),26.3,0.0146067964,0.0326617897,0.0139044735,0.24252830552857144,28.0651016744,7,0
2015 HN117,(2015 HN117),22.9,0.0699125232,0.1563291544,0.1791687546,0.29106093960909085,11.1805997517,11,0
2015 HG170,(2015 HG170),21.22,0.1515496636,0.3388753497,0.208723052,0.3396292805714286,12.467397054,21,0
2015 HQ171,(2015 HQ171),26.8,0.0116025908,0.0259441818,0.0029842371,0.2841614633999999,22.5206417612,16,0
2015 HA177,(2015 HA177),27.7,0.0076657557,0.0171411509,0.004474341,0.2718398024884615,21.4656256736,26,0
2015 HX181,(2015 HX181),23.9,0.04411182,0.0986370281,0.0237554956,0.23804351403636365,28.024192002,11,0
2015 HM182,(2015 HM182),29.0,0.0042126461,0.0094197631,0.0274969067,0.0274969067,4.6956148717,1,0
2015 HQ182,(2015 HQ182),24.77,0.0295498293,0.0660754271,0.1020256832,0.2876789320202703,16.1284056476,74,0
2015 HR182,(2015 HR182),21.29,0.1467421834,0.3281254972,0.3551065131,0.3551065131,25.1090334524,1,0
2015 HS182,(2015 HS182),24.52,0.0331554538,0.0741378485,0.0556857791,0.0556857791,12.7899019638,1,0
2015 JD,(2015 JD),25.5,0.0211132445,0.0472106499,0.0091298861,0.28173658522105266,19.5699702687,19,0
2015 JP,(2015 JP),22.78,0.0738847787,0.1652113876,0.0944464769,0.33771938987343747,18.0881757837,64,0
2015 JQ,(2015 JQ),21.35,0.1427430515,0.3191831664,0.1296001554,0.1374412954,16.9057480984,2,0
2015 JQ1,(2015 JQ1),20.27,0.2347226375,0.5248557734,0.2410331572,0.32032044179999997,14.722717457,4,0
2015 GW12,(2015 GW12),23.97,0.0427124985,0.0955080501,0.1055289833,0.30165019435609736,20.6837416561,82,0
2015 GX12,(2015 GX12),25.2,0.0242412481,0.0542050786,0.0257358055,0.19025634065,15.5445765783,2,0
2015 GK13,(2015 GK13),25.0,0.02658,0.0594346868,0.1102465779,0.1102465779,6.6921017542,1,0
2015 GL13,(2015 GL13),28.8,0.0046190746,0.0103285648,0.0012411461,0.0012411461,13.9667642074,1,0
2015 GR13,(2015 GR13),20.39,0.2221032822,0.4966380371,0.3094555898,0.39602413025789474,14.4301811158,19,0
2015 GA14,(2015 GA14),25.22,0.024019003,0.0537081235,0.0448194608,0.12838154376571428,11.0535752666,35,0
2015 GB14,(2015 GB14),25.4,0.022108281,0.0494356193,0.0229788208,0.0229788208,12.1977214461,1,0
2015 HG,(2015 HG),21.0,0.1677084622,0.3750075218,0.124016056,0.124016056,40.6936741958,1,0
2015 HH,(2015 HH),26.1,0.0160160338,0.0358129403,0.0301794846,0.2034011316393939,17.0333280777,33,0
2015 HK,(2015 HK),25.5,0.0211132445,0.0472106499,0.0355698919,0.2864013681156627,22.6018178572,83,0
2015 HB1,(2015 HB1),23.9,0.04411182,0.0986370281,0.1432840674,0.1432840674,6.682491905,1,0
2015 HM1,(2015 HM1),25.2,0.0242412481,0.0542050786,0.0369423192,0.24079403963214285,22.0993274787,28,0
2015 HB9,(2015 HB9),24.8,0.0291443905,0.0651688382,0.0369854748,0.0369854748,10.5336876087,1,0
2015 HR9,(2015 HR9),25.6,0.0201629919,0.0450858206,0.0632372002,0.0632372002,8.6510747412,1,0
2015 HA10,(2015 HA10),20.61,0.2007035141,0.4487867009,0.2159687677,0.335646640277941,22.6663255054,68,0
2015 HH10,(2015 HH10),18.17,0.6173834405,1.3805113411,0.1019385524,0.30217056929523806,34.3204064282,63,0
2015 HL10,(2015 HL10),23.21,0.0606114923,0.1355314169,0.4625121566,0.4625121566,14.3395703597,1,0
2015 HN10,(2015 HN10),25.9,0.0175612318,0.0392681082,0.1474946092,0.1474946092,2.1484329338,1,0
2015 HQ10,(2015 HQ10),23.4,0.0555334912,0.1241766613,0.2058842107,0.3061491625,39.1338082852,15,0
2015 HU10,(2015 HU10),26.8,0.0116025908,0.0259441818,0.1233877465,0.1233877465,7.0134227868,1,0
2015 HP43,(2015 HP43),21.06,0.163137941,0.3647875257,0.1250350386,0.13540556302,11.4588384067,5,0
2015 HZ116,(2015 HZ116),24.4,0.0350392641,0.0783501764,0.0618211647,0.27857475707083323,24.291324971,72,0
2015 HA117,(2015 HA117),27.2,0.0096506147,0.0215794305,0.018576124,0.018576124,10.982993896,1,0
2015 HF170,(2015 HF170),23.66,0.0492668706,0.1101640716,0.1586646136,0.2945874080913044,12.6139318091,23,0
2015 HX176,(2015 HX176),18.98,0.425162524,0.9506923052,0.0490541071,0.3249488094083333,35.4904773168,12,1
2015 HY176,(2015 HY176),21.72,0.1203801767,0.2691782583,0.2870235708,0.3317910528333333,19.7796034396,3,0
2015 HG182,(2015 HG182),28.7,0.0048367649,0.0108153351,0.0022015479,0.19752964459999997,28.0033736317,7,0
2015 HT182,(2015 HT182),24.68,0.0308003021,0.0688715693,0.2596055254,0.2596055254,9.0636391998,1,0
2015 HY182,(2015 HY182),22.0,0.1058168859,0.2366137501,0.2666837205,0.2666837205,16.9593480059,1,0
2015 JB1,(2015 JB1),24.3,0.0366906138,0.0820427065,0.1374764287,0.13805851840000002,6.0443189174,3,0
2015 JD1,(2015 JD1),20.61,0.2007035141,0.4487867009,0.033120174,0.09185309612142857,14.1614034806,14,1
2015 JN1,(2015 JN1),21.15,0.1565146436,0.3499773825,0.1989955805,0.35319989563571436,35.0386595287,14,0
2015 JC2,(2015 JC2),20.83,0.1813656249,0.4055458661,0.1828163997,0.191276798225,18.1061294471,12,0
2015 JD2,(2015 JD2),21.87,0.1123453177,0.2512117673,0.2410063403,0.34865938420370374,7.9885529881,27,0
2015 JD3,(2015 JD3),25.5,0.0211132445,0.0472106499,0.051699153,0.064833377972,1.706810988,25,0
2015 JF11,(2015 JF11),21.4,0.1394938229,0.3119176705,0.0613078607,0.23213643611333337,16.7242371225,15,0
2015 KG,(2015 KG),26.9,0.0110803882,0.0247765013,0.0368362047,0.0368362047,5.1851912664,1,0
2015 KM18,(2015 KM18),24.4,0.0350392641,0.0783501764,0.0570221267,0.136142224775,15.4708147365,4,0
2015 KN18,(2015 KN18),23.5,0.0530340723,0.1185877909,0.0900303217,0.2455548628,18.8642139367,5,0
2015 KF,(2015 KF),25.1,0.0253837029,0.0567596853,0.0528158446,0.20263409691294126,18.562940163,85,0
2015 KH,(2015 KH),24.5,0.0334622374,0.0748238376,0.036887299,0.036887299,9.8076350146,1,0
2015 KK,(2015 KK),25.1,0.0253837029,0.0567596853,0.0140539908,0.0140539908,24.4706600464,1,0
2015 KP18,(2015 KP18),23.1,0.063760979,0.1425738833,0.0137602418,0.23083030787435901,31.5987085149,39,0
2015 KU18,(2015 KU18),26.0,0.0167708462,0.0375007522,0.0514709529,0.19247443236666664,19.7504178632,3,0
2015 KB19,(2015 KB19),21.87,0.1123453177,0.2512117673,0.0629775384,0.22916195762307695,22.7996202673,26,1
2015 KE19,(2015 KE19),24.6,0.0319561887,0.0714562102,0.0612143885,0.0612143885,18.427404983,1,0
2015 KH19,(2015 KH19),23.5,0.0530340723,0.1185877909,0.2703680216,0.2703680216,11.9207894675,1,0
2015 JR1,(2015 JR1),26.1,0.0160160338,0.0358129403,0.0178823278,0.22449058202592598,19.8355392247,81,0
2015 JG2,(2015 JG2),23.3,0.058150704,0.130028927,0.0390944873,0.1088883154,21.9961297525,2,0
2015 JE11,(2015 JE11),21.9,0.1108038821,0.2477650126,0.216374539,0.216374539,8.1695379362,1,0
2015 KE,(2015 KE),26.2,0.0152951935,0.0342010925,0.0015773229,0.17583465293414635,16.6584935597,41,0
2015 KJ,(2015 KJ),23.6,0.0506471459,0.1132504611,0.0531482608,0.3079837364333333,21.5299141703,21,0
2015 KQ18,(2015 KQ18),25.38,0.0223128464,0.0498930414,0.0166955401,0.28743937440827577,27.8672095923,145,0
2015 KV18,(2015 KV18),23.8,0.046190746,0.1032856481,0.1213908342,0.14752379925999998,6.4114971266,5,0
2015 KF19,(2015 KF19),22.34,0.0904804968,0.2023205415,0.1815655467,0.3084788722527777,19.7279069662,108,0
2015 KJ19,(2015 KJ19),22.51,0.0836671502,0.1870854353,0.0385611469,0.2633559321306452,37.2415291803,62,0
2015 JY1,(2015 JY1),20.85,0.1797028549,0.4018277992,0.0534458873,0.24454055912666664,20.3126847554,15,1
2015 JZ1,(2015 JZ1),23.5,0.0530340723,0.1185877909,0.0160596749,0.0302410649,17.8998995736,2,0
2015 JH2,(2015 JH2),22.3,0.0921626549,0.2060819612,0.0608878329,0.21647521005624998,19.6031124898,16,0
2015 JJ2,(2015 JJ2),21.8,0.1160259082,0.2594418179,0.0903131697,0.23673011151250004,17.8293772786,16,0
2015 KA,(2015 KA),26.2,0.0152951935,0.0342010925,0.0159972823,0.20917852916065577,17.469570901,61,0
2015 KG19,(2015 KG19),23.39,0.0557898221,0.1247498347,0.1467064215,0.23453529503333329,7.6671207362,6,0
2015 KB57,(2015 KB57),22.3,0.0921626549,0.2060819612,0.1393751123,0.31403004840136983,35.1725462113,73,0
2015 KM57,(2015 KM57),25.4,0.022108281,0.0494356193,0.0169726134,0.0169726134,14.160883932,1,0
2015 KT57,(2015 KT57),24.3,0.0366906138,0.0820427065,0.3218969819,0.3218969819,15.0964443897,1,0
2015 KL120,(2015 KL120),23.3,0.058150704,0.130028927,0.1819576939,0.3060575727,14.4372387786,12,0
2015 KT120,(2015 KT120),25.1,0.0253837029,0.0567596853,0.1288928422,0.2509973567168142,20.0736591799,113,0
2015 KR121,(2015 KR121),22.4,0.0880146521,0.1968067451,0.2413749079,0.25229728683333336,4.3849247434,3,0
2015 KU121,(2015 KU121),22.9,0.0699125232,0.1563291544,0.0086827855,0.33308980148540146,31.0181808445,137,0
2015 KD23,(2015 KD23),25.5,0.0211132445,0.0472106499,0.1034030578,0.1034030578,4.961507188,1,0
2015 KT56,(2015 KT56),26.1,0.0160160338,0.0358129403,0.0257631718,0.0257631718,9.5927816048,1,0
2015 KA57,(2015 KA57),23.9,0.04411182,0.0986370281,0.2536811405,0.2536811405,3.082211337,1,0
2015 KN57,(2015 KN57),25.7,0.0192555078,0.0430566244,0.0964168518,0.0964168518,9.1415307783,1,0
2015 KO57,(2015 KO57),22.97,0.0676947481,0.1513700585,0.0319042319,0.24535073208285715,34.4496619037,35,0
2015 KQ57,(2015 KQ57),22.17,0.0978486812,0.2187963027,0.0248109973,0.17552857766842103,27.1358292655,19,0
2015 KR57,(2015 KR57),22.4,0.0880146521,0.1968067451,0.2749726184,0.3478538087,29.8801904372,2,0
2015 KS57,(2015 KS57),26.3,0.0146067964,0.0326617897,0.0465697488,0.0465697488,8.3074898536,1,0
2015 KK120,(2015 KK120),28.1,0.0063760979,0.0142573883,0.0626236867,0.0626236867,3.2046531336,1,0
2015 KM120,(2015 KM120),24.7,0.0305179233,0.0682401509,0.0322684589,0.03900587845,8.3266855541,2,0
2015 KO120,(2015 KO120),22.12,0.1001278698,0.2238927232,0.1011865021,0.1011865021,32.4841534698,1,0
2015 KQ120,(2015 KQ120),26.7,0.0121494041,0.0271668934,0.0219331507,0.20076906643333334,19.8379208084,3,0
2015 KS120,(2015 KS120),25.4,0.022108281,0.0494356193,0.0775841053,0.23354388444000004,17.597621717,65,0
2015 KV120,(2015 KV120),25.2,0.0242412481,0.0542050786,0.070665209,0.070665209,6.781359386,1,0
2015 KE23,(2015 KE23),24.8,0.0291443905,0.0651688382,0.2022637224,0.2022637224,2.3251800282,1,0
2015 KV56,(2015 KV56),26.8,0.0116025908,0.0259441818,0.0308982671,0.0308982671,6.6456873015,1,0
2015 KW56,(2015 KW56),24.46,0.0340843469,0.0762149166,0.1303020966,0.1303020966,4.4152888297,1,0
2015 KX56,(2015 KX56),25.8,0.0183888672,0.0411187571,0.036725429,0.13714527556666667,15.6401797749,3,0
2015 KZ56,(2015 KZ56),24.1,0.040230458,0.0899580388,0.2950323765,0.2950323765,3.2201677651,1,0
2015 KL57,(2015 KL57),21.5,0.1332155667,0.2978790628,0.2663983622,0.2663983622,18.7399666482,1,0
2015 KP120,(2015 KP120),24.3,0.0366906138,0.0820427065,0.1746854002,0.30613412770000004,17.0551125218,2,0
2015 KR120,(2015 KR120),22.97,0.0676947481,0.1513700585,0.037248978,0.287979433496,22.0378152776,25,0
2015 KU120,(2015 KU120),22.9,0.0699125232,0.1563291544,0.1797478765,0.20440841095,10.2052214798,2,0
2015 KW120,(2015 KW120),26.0,0.0167708462,0.0375007522,0.0027485112,0.20713122085609756,27.1744946554,41,0
2015 KS121,(2015 KS121),22.8,0.0732073989,0.1636967205,0.1522595206,0.1522595206,14.4466486424,1,0
2015 KT121,(2015 KT121),25.9,0.0175612318,0.0392681082,0.0775754453,0.22888998571999997,14.8240281551,10,0
2015 KV121,(2015 KV121),22.6,0.0802703167,0.1794898848,0.1218183239,0.2272908356,25.2170714242,3,0
2015 KW121,(2015 KW121),26.1,0.0160160338,0.0358129403,0.0019103959,0.230025411525,30.7718714965,16,0
2015 KY56,(2015 KY56),26.5,0.0133215567,0.0297879063,0.0145440372,0.0145440372,13.0282495183,1,0
2015 KC57,(2015 KC57),26.8,0.0116025908,0.0259441818,0.068085779,0.068085779,7.4318172727,1,0
2015 KD57,(2015 KD57),28.2,0.0060891262,0.0136157002,0.0553871618,0.0553871618,3.7519648118,1,0
2015 KE57,(2015 KE57),22.9,0.0699125232,0.1563291544,0.1955274801,0.21661533305000003,10.1479953299,2,0
2015 KK57,(2015 KK57),27.62,0.0079534394,0.0177844312,0.01779691,0.204925482197561,15.3442115315,41,0
2015 KP57,(2015 KP57),24.9,0.0278326768,0.0622357573,0.0266313365,0.28223836696176474,30.1312748675,34,0
2015 KX121,(2015 KX121),21.38,0.1407845434,0.3148038092,0.0698575273,0.32106182700681807,20.6295902315,44,0
2015 KM122,(2015 KM122),23.79,0.0464039528,0.1037623929,0.1289553581,0.1289553581,6.6926489826,1,0
2015 KO122,(2015 KO122),27.04,0.010388551,0.0232295062,0.0074570545,0.0074570545,14.7330818615,1,0
2015 KP122,(2015 KP122),26.5,0.0133215567,0.0297879063,0.0399460916,0.0399460916,10.4799071306,1,0
2015 KQ154,(2015 KQ154),18.8,0.4619074603,1.0328564805,0.1476268367,0.2749309835272728,21.7845343196,11,0
2015 KS154,(2015 KS154),22.0,0.1058168859,0.2366137501,0.0844893959,0.24890384129999998,31.0931489908,3,0
2015 KL157,(2015 KL157),18.68,0.4881518917,1.0915408131,0.0395213038,0.23128398466363634,25.9298788143,11,1
2015 KV157,(2015 KV157),25.96,0.0170826395,0.0381979432,0.0371510179,0.0371510179,10.3894132045,1,0
2015 KZ121,(2015 KZ121),25.36,0.0225193047,0.050354696,0.0158819649,0.16430585124285715,24.1614197226,7,0
2015 KJ122,(2015 KJ122),22.0,0.1058168859,0.2366137501,0.0341137555,0.11434960654590161,27.946379371,61,0
2015 KN122,(2015 KN122),20.39,0.2221032822,0.4966380371,0.2383915413,0.3875786153542373,35.9115136184,59,0
2015 KT154,(2015 KT154),24.8,0.0291443905,0.0651688382,0.1012218578,0.1012218578,13.2575642085,1,0
2015 KU154,(2015 KU154),25.0,0.02658,0.0594346868,0.0454216051,0.24906969311818183,18.6121558872,11,0
2015 KH157,(2015 KH157),19.89,0.2796114661,0.6252302454,0.2497234656,0.3918467585463415,28.501812539,41,1
2015 KP157,(2015 KP157),20.25,0.2368944994,0.5297122041,0.0888360549,0.22533702632978717,28.4342552007,47,0
2015 KQ157,(2015 KQ157),26.08,0.0161642283,0.0361443134,0.1152947414,0.1152947414,5.2271736793,1,0
2015 KT157,(2015 KT157),22.5,0.0840533402,0.1879489824,0.27058665,0.27058665,15.7273531991,1,0
2015 KX157,(2015 KX157),20.79,0.1847374636,0.4130855266,0.3986957375,0.3986957375,16.8967704267,1,0
2015 KA122,(2015 KA122),23.2,0.0608912622,0.1361570015,0.0084754081,0.35815246460000005,22.8448063056,4,0
2015 KK122,(2015 KK122),22.4,0.0880146521,0.1968067451,0.1483872985,0.2664764231928571,15.9599403723,14,0
2015 KR154,(2015 KR154),21.7,0.1214940408,0.2716689341,0.1569672708,0.36530039688750005,19.4916167893,8,0
2015 KL122,(2015 KL122),22.3,0.0921626549,0.2060819612,0.1599520708,0.3010823515666667,15.9561945265,12,0
2015 KG154,(2015 KG154),21.56,0.1295850727,0.2897610314,0.2739953835,0.3878496486571427,24.0220067231,42,0
2015 KX156,(2015 KX156),21.6,0.1272198785,0.2844722965,0.1425379264,0.3810813726285714,23.488183007,49,0
2015 KJ157,(2015 KJ157),19.19,0.385971268,0.8630579925,0.1674709797,0.3032683408333332,42.7469056372,57,0
2015 KY157,(2015 KY157),22.08,0.1019893859,0.2280551997,0.0756277829,0.32379639290256407,35.009323108,78,0
2015 KE158,(2015 KE158),26.5,0.0133215567,0.0297879063,0.1218174539,0.1799667161,8.0411113496,2,0
2015 LJ,(2015 LJ),24.7,0.0305179233,0.0682401509,0.0479580103,0.323175631931507,16.2940600048,73,0
2015 LA2,(2015 LA2),23.01,0.0664591797,0.1486072436,0.0826363303,0.11692627887755103,12.4577573639,49,0
2015 LY13,(2015 LY13),24.1,0.040230458,0.0899580388,0.0313660869,0.12143096982000001,15.3580870276,5,0
2015 LK21,(2015 LK21),17.76,0.745684261,1.6674006973,0.1110398235,0.13332990982499998,15.2080551845,4,0
2015 LP21,(2015 LP21),24.5,0.0334622374,0.0748238376,0.0899906316,0.0899906316,9.2810792248,1,0
2015 LJ24,(2015 LJ24),19.94,0.273246732,0.6109982675,0.0552765204,0.26229532269523814,33.8176940226,21,0
